athlete_id,age,height_cm,weight_kg,resting_heart_rate,max_heart_rate,VO2_max,cumulative_hits,cumulative_runs,training_hours_per_week,reaction_time_sec,agility_score,strength_score,endurance_score,training_load_au,speed_index,fatigue_score,recovery_time_hr,biomechanical_efficiency,participation_ratio_pct,long_term_training_effect_pct,adaptation_pct,training_session_count,fitness_score,feedback_score,training_effectiveness
ATH0011,17,180,80,60,180,42.618358985318764,67,124,18,0.5068872322841267,96.14175778465733,51.38758347782336,18.63167765185335,2817.626232372269,40.09027225791261,6.413525223738326,34.359518508347605,91.76086303043844,44.63630357603062,55.93378659659759,57.352848372023175,8,49.99835316048351,2.396416461798324,55.403835714726206
ATH0012,21,157,94,70,153,58.158950093994974,139,179,7,0.5394976208429078,59.92775178235918,23.15829912889994,9.972620385336795,1920.097634549847,76.11105884852579,22.626958475843516,15.204508918474316,60.48694969692829,60.596029424344245,98.81891622475484,86.54559439403758,8,57.0570709130388,4.7775907800405655,47.42021691840348
ATH0013,25,188,48,75,199,51.93962788629115,230,60,9,0.7717568712052978,80.74779356519089,18.121804361361725,36.332447556901,1033.3552420838287,48.253840746667265,79.29022783296358,23.816702981413123,66.4154355178956,81.22735122158835,37.202445542187775,93.8446745632895,5,71.29057903648376,3.8370483751180005,45.43130636964827
ATH0014,25,175,71,53,218,35.185971648392105,304,65,15,0.6830342058288945,10.935590310947884,81.03032991233326,50.13509936337459,814.785937772535,94.03161532392643,80.43964469152019,41.8120992861645,93.5023998303196,69.91517724347273,12.778131928821491,93.66875900115005,2,77.75750270390502,2.6871952771381236,54.40176803301872
ATH0015,22,183,61,83,179,63.15731248511378,302,50,15,0.4391409200786666,39.72912929459057,13.503813668054743,4.339717857856085,126.1164263669782,29.36764133584362,20.70848248877104,12.199186753088803,87.31330306661025,51.440556805287486,24.909685072877146,10.715876315068657,4,27.151657773307136,2.7058592009082196,38.35942726811527
ATH0016,19,152,56,97,208,62.04833506516181,306,41,9,0.5286531164539423,33.68477014471527,46.86516369963852,34.84779757956553,782.8671093315437,41.5703578284929,33.59138451066895,16.41803104139177,60.95191808210292,73.16257421000188,45.56123962971106,92.96996370269115,7,14.679375943696293,4.674736711773191,45.59367584183331
ATH0017,18,199,66,67,216,54.194670704774694,432,24,12,0.374159839085786,56.94823881365918,93.8578239586033,17.917967462532257,499.4120743997092,78.69568104790415,13.423841909374357,24.1536480372993,53.5949709328748,64.44613916596863,38.470051826969694,14.89482694014151,6,29.179464672372525,3.305618773741567,53.123199882892166
ATH0018,22,161,61,89,194,37.32621640216952,491,71,17,0.9728171673041668,86.11135200614257,18.583205556534253,64.70701662588739,1875.2820400971223,54.60245933207503,7.417263028492238,35.6267023492926,85.78368884276698,63.402296659258305,18.73487178850399,33.91962911356919,7,50.753832509207555,3.825516839612167,63.855882339746366
ATH0019,22,150,54,84,153,61.82802673364046,395,164,8,0.3045075052458878,7.833821776200667,97.79934237382346,46.427236932434,582.9822069220238,54.70281464244478,99.21717144484094,21.163010056213974,69.53512753440546,88.58522304613983,48.93940969216452,56.34890692550496,5,34.21413172970391,2.668140898052683,54.00120903457534
ATH0020,17,193,98,90,175,55.42997557059773,136,37,7,0.49746942765313557,7.257479804471078,99.4287985761059,49.531764693390876,1633.026528856196,5.334016300518352,65.55939512448393,44.89248803066916,88.30399995591105,64.45590002993087,40.43041944936065,53.19331201039546,2,56.83627588475938,1.8947710590588565,40.2624502733867
ATH0021,20,154,45,78,176,62.36859920052857,139,73,4,0.22067117777600898,85.03177081575988,55.561715468240294,42.76917880334611,1811.3376247989654,39.85996627184558,54.20965091983187,9.061653204554926,72.26473861876052,41.58727032882545,21.035729841169463,64.42388144986528,8,5.346572412562844,3.8942371679776744,44.50438839285376
ATH0022,19,179,66,78,195,61.31114473385442,286,196,17,0.37742359354683713,21.285008603835742,17.014274017715792,95.6019710486567,964.3209252060522,27.073373242173247,76.54985004052996,20.944580494428443,67.30012064861381,43.483800333465474,36.6505417550718,53.15016058633052,2,50.97504116137672,3.4312950885655513,53.11452406649652
ATH0023,16,179,70,87,213,63.105072518524295,439,195,18,0.8243769107041239,66.87532544498137,31.610488794089562,21.473512512156322,201.68835215428425,99.93351228311154,84.00771596877242,35.48502730742214,72.56027041061982,91.37464250149722,89.77924498198514,94.09381116763787,8,36.79849069377079,3.0053715216991175,63.49898414240077
ATH0024,22,166,62,91,200,53.13028232416187,119,139,11,0.3609401858311036,54.28781323608052,42.44928326765351,51.66642598438743,208.03625378116868,30.835507063231027,80.67147680447275,14.717430923444175,87.42794928353383,97.63604860075128,37.184397894040615,31.64939633931283,7,53.46667548928824,3.4960837599778554,44.88261274476288
ATH0025,26,197,94,70,199,39.911358136773025,93,136,9,0.2640507220231725,83.28935948872295,30.932422435822293,73.60173683653359,176.40726336236105,88.44965347938634,1.6539449289876607,33.22576477187594,95.11101432701871,81.30456018734245,74.25598809178464,34.66222246346372,3,42.253335488497676,1.8331423442569346,53.33673630826649
ATH0026,28,196,58,91,155,58.49051156828911,249,45,6,0.5795625438756187,12.508890983640352,28.063557987651578,55.684441313456254,2243.461534695984,67.62337350404775,18.68078981904985,12.061329203775877,52.488359829428774,61.86209764600481,65.084237169198,92.86641421237506,4,28.422585063754248,4.175754826127825,44.07811712606222
ATH0027,20,172,91,62,208,56.71658247681897,201,123,5,0.20797538778761482,12.978296572261128,97.22297092163575,92.90208857168011,1022.2281439614646,34.09164091920904,65.49053021178311,7.407152249052515,76.20557706134775,96.31601894768365,48.44630461675346,16.90655623707306,7,90.41079054576358,4.792651220081224,49.77061834173786
ATH0028,16,164,73,98,164,60.97886155196805,135,22,13,0.26781292354106656,55.681836027830755,15.336482741574564,37.796835564128415,2409.2705393062247,54.353437837412365,37.575934780396295,10.2036758201919,51.64177145419388,79.76818518254416,31.512307312330226,64.8604739714329,4,18.47649884213569,4.5644125766708115,42.55638103747493
ATH0029,26,186,56,90,179,40.94583521177574,68,24,3,0.84610069565038,94.63786533583709,73.33279087168623,46.3675805773178,1352.0251891442626,84.05358799491938,98.2482651061107,44.98934567476779,73.42047725121793,90.66001295196025,43.21132294113509,71.35623568590498,9,68.13655755805597,2.2857429812280685,44.579079197956595
ATH0030,19,170,80,66,191,41.824131996510125,150,98,8,0.8171786758876851,41.499775837075425,0.041028943917487126,8.852231521472842,1413.694492406895,88.33682980309119,66.5404792638254,28.725287966400707,94.26414145484502,85.95113824222057,63.28964921239385,55.498755108676555,7,92.4644712582414,2.6240230931283035,38.915892401404044
ATH0031,15,163,79,58,186,66.1643331026765,451,197,13,0.9321110563239168,32.694210025469495,59.61826694023769,60.89991110519285,1587.3595472777638,16.03938750061452,95.65489087292065,39.242868345624906,68.07951332101548,62.748358946355545,41.56778932744194,72.48086909408235,1,53.86699596854331,4.233609199190244,59.45105294419296
ATH0032,26,151,96,90,191,61.24922294582248,144,31,3,0.8836123487285996,60.66893231978858,91.59430039540524,28.821196844810604,2167.7912234878013,33.95731412081696,20.144648164579383,19.304143538917202,96.62252105403216,68.72213205104714,29.340679021680863,25.54791814107703,1,87.6408488579482,3.3804685232984153,44.42322552489873
ATH0033,24,160,56,50,184,66.7879971045113,303,83,9,0.7465404505918545,93.0448600545031,28.793409409321903,16.030903951556887,893.1583109061505,33.522318021357165,86.3957028115023,30.484321859074207,81.53042358253047,51.16792926208597,20.48164740024689,86.73690094943859,4,12.485147843328438,3.191657774706597,46.61999118489412
ATH0034,20,188,51,51,155,61.55503624073722,406,34,8,0.24186628584053027,83.69278328446237,18.55259752577192,54.45312929045081,452.603313647228,4.204479607594469,32.135230581522535,26.282941749314638,96.70776718965033,57.52084602644405,89.17902441186088,22.602312052289705,9,49.37887702564081,4.706567870133781,46.99291480001581
ATH0035,27,187,73,97,217,55.90043570966057,79,110,16,0.826278894389326,99.54836107332198,65.1679794878427,53.23102633799106,1712.5662720552384,59.823775985189656,98.95648082378068,45.666732254298644,87.85833127062598,86.6875396771913,49.62816781767151,46.073119988417474,4,45.70252804809394,3.144099843908203,55.04767039205788
ATH0036,26,183,55,78,167,57.89464579597558,298,185,4,0.8764086486724485,2.256858320237709,71.26014072983932,7.587164122404754,1048.2351074039439,85.4820052992188,15.76886720731473,37.14570935032675,55.17175833243812,93.6387035129865,66.2687489568637,16.773184117738523,5,0.8118807036994857,3.0597547183492395,46.98252750693869
ATH0037,23,187,77,82,178,66.11947733790035,475,180,6,0.8392657166175637,11.285814471276224,68.80305189519814,69.82154534944728,1383.2248096373085,38.15743878255178,51.63398188383266,36.4133331543529,61.55756837813385,83.46762539508471,54.136932502312476,59.06899709356601,1,44.325734135933445,1.1680743650654386,58.309704726004156
ATH0038,15,199,50,59,208,55.25823640791792,82,126,13,0.606783228246421,60.946776336662204,31.931688002137403,62.377219065085285,1976.1454541781857,74.0035944984177,79.28445338371219,6.99319058567402,69.70852272917531,67.9104217993983,88.53098665221671,70.27712266830753,2,36.90297563825978,1.2776678343605505,49.589638701897535
ATH0039,25,183,91,99,196,57.133696351493555,278,175,17,0.38632147091958535,82.05764393338497,25.22024021593309,18.90172827464972,1532.9646493096848,62.77004136007399,43.26424806040359,28.635795767158715,58.5053441006038,45.19055613638485,59.224136720338976,94.70994715857616,4,66.97987277746154,1.0296812315226007,57.167343421515824
ATH0040,25,167,59,89,166,40.47668506012602,61,50,3,0.8762639805509813,28.524434230676654,95.59187999620443,46.943486215404384,1898.8085695924444,37.56487354930008,46.80840601876467,25.08063251777804,74.74558023883303,43.41687692190689,53.2703276154202,76.54025763064007,4,93.83297785765185,4.652976903134535,40.4697976704944
ATH0041,29,179,76,70,171,51.5872427040636,167,182,5,0.7817302477921109,23.921108803421877,92.32995082699294,72.032291647856,1678.1800061295207,14.105979949229708,98.6355795505741,44.897217464066365,73.56840778507453,62.45953387677123,93.21408913795413,58.6992624808736,6,8.579108826203651,2.6335466400708025,48.93341354797781
ATH0042,24,164,95,77,217,60.07389891853346,399,97,5,0.9846089395110813,78.69757993812009,45.731660989282034,52.94357405412765,2245.4094786146875,70.93238527759674,42.530815030115335,16.06570549214989,97.81295990136906,67.82930312605978,74.77206364408191,93.93553154533004,6,32.74763867146231,2.87424550453365,60.37972024046329
ATH0043,26,176,55,60,218,44.48299444107279,204,177,9,0.32455407820474635,5.638185385323158,84.61938661543734,39.54890761835702,2147.216191363698,85.45651689412405,60.407210059906355,16.602838491517055,71.68639414479888,76.5472373327978,20.03949166121716,53.05931542367889,8,44.40647373942519,4.381547790369848,52.64116416938212
ATH0044,26,183,67,83,186,42.07889631835872,472,119,3,0.38053166644164405,36.93826475825851,45.2323477634296,32.233845808094365,1649.1506862449958,68.58544924014919,5.45396606751507,22.687888701904516,89.28134021439989,40.38937128321983,25.993401507713266,60.508508778898246,9,45.51853780343833,3.4369852415031117,53.60265765853692
ATH0045,29,187,70,57,198,45.98393828785454,442,129,13,0.36943851990520216,50.58092225923298,42.43890180725104,61.039386664405356,2068.81876049315,1.7878484034818065,84.221008021026,15.46489767647417,97.095527242574,99.38337342797838,80.84105766454977,63.64886749030862,1,77.48097208422537,3.4380063855623244,59.35086282028817
ATH0046,28,182,78,71,162,43.45252197974917,295,106,8,0.8340318140970695,56.03486743503234,15.676294759929466,93.91086983102406,2633.322846590577,21.623289439099125,64.81680489795436,10.55490846577623,93.84944154869928,61.836333004242576,85.22661890619588,46.898175329791016,1,44.33956658334408,2.18613771741925,52.326878176955816
ATH0047,28,173,90,57,183,42.521942296273856,454,154,5,0.34952583716009455,72.86151567927769,42.64060564919728,67.17448404774834,1353.5867345856889,6.947998488353191,40.40201028628135,41.868838405984434,60.433381225579595,90.88567982806728,59.067174618126685,85.46344215092417,6,2.7161301453653364,4.335633495698077,59.70834289504165
ATH0048,29,164,78,98,202,49.869779500383046,381,66,4,0.2533278638586449,35.48457234306582,53.7416938599807,7.474590363631551,1297.0129109715015,57.038609957622675,1.6169539954519752,29.00589054936838,74.80149471267721,72.09800233992426,59.900970507997535,26.66583449605532,4,71.01040945928312,1.6633199041579751,45.15655819779866
ATH0049,28,179,73,64,200,66.7743479859237,296,139,14,0.998848645268503,61.26843446746072,2.2504327428686466,46.06849734821338,2316.3123004719023,75.64776788404124,59.16688205935039,42.03859691513237,67.38698911479628,47.82636727200079,66.87396665663,59.935797133444716,4,88.48296951456717,1.2125983686917916,52.65312012079513
ATH0050,17,191,48,66,152,52.74708763585514,78,105,12,0.21985376915611932,58.53754227909563,44.41130051754064,89.08241315106275,1789.4061274217827,11.057918706865944,1.2657828484162192,40.73879491235893,69.99293475686078,87.8539331520713,49.52041968543755,75.00099305684746,1,51.39047125496729,1.7664134300741292,53.25527216848308
ATH0051,26,166,61,72,191,41.5772133285363,210,130,7,0.8681952481270925,54.76161006537471,78.13562183952003,9.446242580108688,305.91966264550683,83.83378205933852,0.12036139090179088,17.12782125595586,68.04034131228757,82.58962449519257,71.21792111355136,91.35785546889194,9,58.11085216985054,2.0709488750982588,52.55893586196506
ATH0052,21,154,79,73,181,37.69400842833059,284,71,11,0.49229347324052225,64.04832931422122,68.00460563742699,98.88757121375433,2687.124845504136,55.55089783954832,61.60985621493546,28.55271010594378,91.3179605087502,71.64616509575367,19.763313180977413,89.55265567908505,3,16.29364389690461,2.129244231416827,62.79128542507665
ATH0053,18,178,57,94,200,59.36546507982739,239,146,4,0.8732923678062523,25.94491710680763,63.5156988863935,94.90693936454213,189.2709964891564,68.9969012141725,18.901706733455427,8.57836121782303,72.60695275612237,70.8731854800268,96.51513181306477,55.786626048712776,5,22.064594467895702,3.6820543944750703,52.846720130497886
ATH0054,23,153,85,68,195,48.397956755273576,166,77,4,0.643696392968916,8.464875358462898,90.95554284372025,7.827448072987586,2270.349433008255,97.14018486086462,19.18875497180953,44.355831013322614,76.18471661223441,45.24877634505568,77.51393414154295,67.88453060470076,1,23.517023912461177,1.871298349314574,43.83796059599159
ATH0055,17,159,83,54,170,63.76408313048758,320,90,8,0.9213049835890881,11.927167203974342,1.803200982523001,93.3413320449555,2300.5030138425072,8.368098824769731,65.32715658327437,22.383296747801584,99.12236785235373,79.35093691443245,66.80567836081062,45.48139625163709,8,43.07419748812953,3.706633217979938,46.24471333766512
ATH0056,19,166,59,81,193,58.08287690242696,307,26,12,0.9409543891317014,22.458238265390108,55.70475861922341,36.31325902594622,2864.0221473175984,90.12240229777892,5.3697187939374285,21.928075907227917,52.998963609575824,94.67470934525798,38.46898513085326,52.135998659218025,3,92.8145220895642,1.364528692935199,52.301401035106466
ATH0057,17,159,99,93,160,62.868450768947895,229,126,14,0.2072785450246208,50.01979355227852,78.73488484097071,84.47091670758626,256.9897843667302,12.610269598740931,31.340556147455633,18.01848093657199,74.39788198953744,45.5946951532815,24.485993871105624,91.56392133157446,1,52.1784766714886,1.588809844391636,56.97616864136768
ATH0058,21,166,73,50,217,44.5181113796457,422,59,6,0.26032974079423066,84.04427505460201,54.13353827012672,41.83833377132715,1830.8848962750237,39.29588066366823,14.943190214201907,24.808541022560263,88.7030853473058,55.81068703893429,46.840866744605016,93.76335938732267,6,19.209764520135263,3.03528579396398,57.993634517202864
ATH0059,19,169,73,72,150,59.23256228613704,221,121,19,0.4002869836566844,70.12933420883842,32.389555258037916,44.08551127025159,1340.7376548184536,85.14386963311144,58.01763697965339,15.825653621454267,57.55809790941133,94.13847840652593,69.54190665166527,90.58726522603178,1,26.608773586894962,4.68758321030657,58.08990124972648
ATH0060,23,173,55,86,212,44.24216946428016,487,103,17,0.7354523330908014,78.90406042020471,13.625056509197787,63.42430909775426,1058.835569092672,90.62542367378683,66.17651547273958,21.118647730262595,80.5765797307387,57.0606345891876,67.03387690807998,22.45337756322744,3,38.401502972718426,4.438270355244455,60.350127586479175
ATH0061,21,154,96,57,173,67.8673967807602,323,177,8,0.9106177572092049,35.09756239260914,88.75630718161914,77.44774192759833,361.9238248673118,50.63716735451453,72.11358535990435,39.39772308914992,61.97323897672334,79.23662033079557,44.43770395590143,86.50756191975726,5,62.325897569279945,4.875013769771213,58.860025815403496
ATH0062,16,183,76,62,162,57.2730998536681,308,195,18,0.5679535610351703,40.465374164855014,47.076239238760294,3.3789150948248636,1731.6969470467966,59.410463827542515,25.52312169185654,40.87298665416239,93.37020566122837,72.08908989658865,65.19577544498168,95.35273579193323,4,44.00331530040054,3.6019162611126836,60.24529135316658
ATH0063,18,155,46,57,160,46.357913006136975,184,94,19,0.6855784930194124,39.368188599061284,87.81151969857014,59.31559955271343,1489.2181044563795,70.81473345985572,8.924975163658399,18.079846538026196,66.35498327000397,75.77965630023172,83.23734660107928,42.51247251162442,7,39.24448441769249,3.703259465664368,58.713869017803155
ATH0064,23,151,91,72,200,44.43291518022954,220,158,5,0.3507998822364489,19.187318440450152,58.58521224331683,18.673299409737098,403.2079286379704,83.27586684527142,7.868365694189783,25.16762051376988,66.45314084504548,64.94733409463518,12.365629510384636,56.67816604795023,6,56.47286003989947,3.500091995725968,45.67561958055234
ATH0065,26,162,58,92,166,41.68243047750752,259,155,12,0.8439734671053483,6.121665814357202,67.41921166150007,34.594951786320294,1876.2195705815418,12.151116953766616,42.615154845072375,42.574250380042244,79.90969392589467,57.999488233222664,50.555894313724814,80.11857302316963,3,24.183499495446547,3.491275691432789,50.21009489475174
ATH0066,28,192,64,50,173,59.31243356128047,285,192,7,0.9738624890827758,59.09160928272268,80.426115437845,34.79686661552165,2240.0640487335218,81.00693082292277,94.58444090627151,7.264953268676977,59.17814540599544,42.912007043780136,78.2699705620112,60.58703238090838,8,7.8903272584582185,1.5884813802703386,55.52064872546581
ATH0067,16,192,66,94,168,42.65504645492746,471,166,16,0.414879146331678,98.92166834205861,65.91555446001344,46.906034022115364,2325.10707305558,48.127615051161676,21.772903424702463,43.23323336581877,64.24443194515305,84.65685635764984,59.15300234170395,99.41351695356245,8,2.4414314822222116,3.1749558246557146,74.7052823511243
ATH0068,24,197,55,73,186,55.835614307462116,470,161,15,0.5958607612804371,16.682970495026282,39.80548406789377,33.41364118761734,2725.5822459610395,45.0623425108169,25.67416013415493,14.424926863050263,70.83159250597058,84.7656077316536,68.6328479136163,51.01420286411455,2,25.125916346712707,2.544271733806903,59.9477070218013
ATH0069,23,160,71,84,157,44.26222594238751,235,83,8,0.26889288840509906,4.6684819899273755,51.363338392865096,10.736111845066777,1287.465151477454,42.389975199699826,10.088880210585893,34.17718750121816,67.68189315700552,80.2435444047234,56.50087533448078,74.25484400866398,7,9.159203414446871,2.7701488631091737,41.992824214919764
ATH0070,24,196,47,73,177,58.1689130677854,466,118,14,0.6473093251703748,77.9531681823933,80.30455246758798,14.562873852545144,2863.911029004197,50.92115852460426,60.55702738939303,30.049722944537812,76.24386090027912,78.61802728717723,99.26870902140799,81.33320261768898,1,33.63406385207668,3.0944022922369494,65.690799254788
ATH0071,19,172,61,66,154,63.52289049891887,413,154,10,0.6022267534773444,25.25860066847242,37.36502963729842,3.343798556109767,2609.7452747397897,94.50505533946036,67.98728739471748,28.77645217213784,79.98200720344832,54.62302793005158,14.91593828401344,54.469037418259546,2,77.29335403597555,1.5135846872090064,52.14396586234637
ATH0072,16,165,88,54,166,62.23088351006286,492,27,7,0.3155491873240621,82.96438053529283,38.81214567684971,47.02490853287543,959.8545559694232,54.82037727921516,64.293120816076,41.95248966437132,78.33337268750823,41.34069602597747,54.19403395951396,87.12854251402382,8,71.62943304868384,2.4379509354084794,53.17747358222561
ATH0073,18,180,72,69,185,61.629796582577356,144,51,17,0.55365297049446,70.39366670345154,9.569011605800116,95.44476948529885,561.9208083134296,95.31775382631392,86.11302430447813,9.367602176720435,82.7084155995966,88.52292381312638,18.22748942030659,59.15391320864768,1,61.09276227880288,1.2537982435064143,51.29591431946471
ATH0074,26,160,73,70,168,41.57028419922882,427,110,18,0.46728372166925064,94.56735370508046,91.45844352217478,11.567522364811655,1362.629248771239,18.029013061564058,48.642583502607174,19.92220508900235,65.38747583039101,69.4683121417496,24.380700590221338,47.048571712146824,2,85.25002438794787,4.918672521689596,62.43263156812728
ATH0075,29,165,65,89,213,38.09347314445815,60,54,3,0.6174647002441516,40.8927235756672,9.103631494544173,94.6264493003082,1265.5062530723033,72.41359788326332,13.445704076706445,28.14486809282492,56.321311357751405,58.4102878421571,44.47345153764356,19.70413064667523,1,28.20676245442767,1.4741121152805046,37.338427633173545
ATH0076,26,157,91,80,160,59.463208997058494,117,91,18,0.6685234683430394,66.19698394506341,64.82091774485559,73.33615147320936,1769.5859854604926,81.22395386087472,28.940513070441266,39.88542071967971,88.04037707155385,46.11591440683421,23.998608235043857,45.40722187153818,5,88.50537530299657,2.034098954179818,57.54157758552307
ATH0077,21,153,60,95,203,47.892152482802295,428,26,7,0.2067964628857676,46.48547808132707,41.31944788027977,63.74988029341632,1791.8200737504692,67.91288313348619,66.24299734213518,14.307052586701875,92.5390191315341,43.763295454083305,96.7318449360986,76.05428092599557,7,39.923916966917915,4.565171706813588,51.700589828952936
ATH0078,26,189,81,85,194,50.13211792411715,259,82,5,0.8088047863596444,63.05886973085435,40.561939025544234,64.52777553235629,2274.962254701928,60.692228022654035,61.312197374155986,39.52598317909388,62.85031161112161,60.93200330771064,95.21107990526431,92.91577705120966,6,40.08933182666266,2.9308401849565673,50.94931957455665
ATH0079,27,153,64,60,196,36.09021824776869,245,23,17,0.7704114334893928,44.95989060077373,67.95518365726839,82.67276483962821,1578.6808497962695,56.48127810861823,53.10031297429625,22.184454747239236,70.35459780790099,88.28422388601643,40.249868159854344,32.651146347427925,6,40.53516136255215,1.5425488060825212,54.39217353498306
ATH0080,22,174,50,64,161,44.08517572462672,418,186,15,0.4930291089652178,18.863224642407484,6.709373262987873,10.691986437982138,403.9856587282201,86.0930482578696,68.29644186886871,13.123295826648903,74.92846084817776,95.12342496002984,67.57729408339117,41.97119655974524,6,9.809436624098144,2.5369221521573957,50.59756584110666
ATH0081,29,152,63,68,170,36.178674135606244,147,166,18,0.2423487484550546,50.78974160033809,59.37057829514346,50.47543235655417,2589.044873104008,82.16465971645,63.739085037329936,37.636416939069754,76.66634213764682,93.80508187678387,58.03779885344075,23.85648946939836,8,97.54904983310557,1.4634719767655433,58.25191842022901
ATH0082,17,181,49,56,160,65.77150204104368,142,141,13,0.8039460318280403,52.85842014374423,77.20317859723548,69.70911382607585,998.3172912370425,12.228872118059952,88.13248894649517,8.908652763405556,82.9745085543826,95.2000500849793,83.40282824641918,72.1650604806072,5,13.85067778251592,1.800863988338007,53.55932877913907
ATH0083,28,152,47,77,154,43.51888391264857,71,91,4,0.964140128382506,81.0603848260161,82.82127578865942,58.682044507356366,2916.7626348891167,84.85876570308781,58.60163774782966,27.134997085244045,52.08016166776607,94.46352058776057,66.4701048835248,96.41695870089328,7,34.088572446918455,1.20811938779938,54.39246220109261
ATH0084,15,176,45,92,205,54.50680093505528,499,157,8,0.3921212768176114,73.55207057935812,17.05303893937753,83.27790710232946,441.79431517133344,41.40686194404425,77.86013587005564,7.7466587060612015,86.07385413670085,71.63348509602375,10.022720904150589,67.68569978633579,3,31.930032032675715,2.7529099781963997,59.67182000673656
ATH0085,18,178,82,54,169,36.36427622313956,221,129,8,0.4588196909896303,66.3791623941444,89.74190500781737,7.22717090113515,2878.9283994742595,25.369682999581077,24.870715596646786,20.325967771784867,53.09855034897051,53.164938313414225,78.6856947048765,65.53688770056037,9,7.467943281670964,4.226544486901039,52.08574620942427
ATH0086,16,181,59,54,190,58.339658695698034,432,129,16,0.34705031158545196,11.338709555257253,65.61460918474422,69.0701039499166,363.93423995929925,86.97685680139259,67.8182584589068,30.846302357274883,73.4144283836434,87.88279497020923,77.21633091665063,59.81409374503905,3,15.226013011187668,3.343876714799582,60.11202341632493
ATH0087,22,199,78,79,195,46.30595710139329,183,56,13,0.6615488986758717,72.0616290663715,88.18548008206828,53.40277303847177,770.0048000464724,43.20247996337416,90.21941183826758,28.912968283950164,91.3835567784597,52.822778491154736,55.875043500983296,17.961016661698288,6,4.485833618538582,3.425381221938447,48.5634337115373
ATH0088,18,168,79,81,161,66.4271715435183,475,116,10,0.32387311571796396,50.03051563545148,48.52807171101983,37.91608639799434,235.0818320509706,80.83646901768167,38.57323278998332,22.400182969900662,72.56076566391981,56.032436605394146,91.26270759097484,75.65534437864453,3,29.240449356051347,1.8023361203329613,56.73584411957928
